# Name                     RAdeg             DEdeg               Memb Disk Acc K2var   umag   gmag   rmag   imag   Hamag  SpT   Avmag                Lbol                Mstar               Rstar              logAge             logMacc             DlogMacc+ DlogMacc-
  WFI18021                 271.06754         -24.39003           y    ""   1   QPS     ""     17.745 16.376 15.736 15.713 K7.5  0.333                0.918               0.691               1.929              6.09               -8.381              0.164     0.655    
  WFI18132                 271.14004         -24.38902           y    ""   0   ""      ""     18.882 17.799 16.796 17.54  O8.5  6.082                439.558             ""                  0.609              ""                 ""                  ""        ""       
  WFI18161                 271.09021         -24.38879           y    y    1   ""      ""     19.767 17.752 16.572 16.367 K8.75 2.852                2.451               0.494               3.405              5.21               -6.84               0.154     0.133    
  WFI18235                 271.05442         -24.38814           y    y    0   APD     ""     18.466 16.821 16.059 16.708 K8.75 0.488                0.755               0.581               1.893              6.04               ""                  ""        ""       
  WFI18265                 271.15817         -24.38781           y    n    0   QPS     ""     19.914 18.006 17.042 17.722 M0.25 1.483                0.739               0.452               2.069              5.86               ""                  ""        ""       
  WFI18294                 271.16966         -24.38755           y    y*   0   ""      ""     19.72  18.053 17.03  17.557 M1    0.947                0.555               0.409               1.889              5.93               ""                  ""        ""       
  WFI18300                 271.1216          -24.3875            y    ""   0   ""      ""     19.708 17.9   16.938 17.529 K7.75 1.685                0.683               0.707               1.69               6.28               ""                  ""        ""       
  WFI18322                 271.16454         -24.38731           y    n*   ""  P       ""     ""     ""     18.583 ""     M3    2.879                0.684               0.251               2.455              5.14               ""                  ""        ""       
  WFI18346                 271.1449          -24.38708           y    n    2   P       ""     18.231 16.724 16.045 16.423 G1    3.772                5.892               1.771               2.404              6.75               -8.094              0.335     ""       
  WFI18366                 271.05308         -24.38687           y    n    0   ""      ""     18.95  17.233 16.342 17.505 K7.5  1.455                1.024               0.673               2.037              6.01               ""                  ""        ""       
  WFI18400                 271.2579          -24.38638           ?    n*   1   ""      ""     19.198 17.917 17.254 17.092 K2    1.286                0.284               0.774               0.727              7.76               -8.934              0.164     0.293    
  WFI18455                 271.02858         -24.38597           y    y    1   APD     ""     19.735 17.673 16.948 16.016 ""    ""                   ""                  ""                  ""                 ""                 ""                  ""        ""       
